1/2/2009 6:17,Product1,1200,Mastercard
1/2/2009 4:53,Product1,1200,Visa
1/2/2009 13:08,Product1,1200,Mastercard
1/3/2009 14:44,Product1,1200,Visa
1/4/2009 12:56,Product2,3600,Visa
1/4/2009 13:19,Product1,1200,Visa
1/4/2009 20:11,Product1,1200,Mastercard
1/2/2009 20:09,Product1,1200,Mastercard
1/4/2009 13:17,Product1,1200,Mastercard
1/4/2009 14:11,Product1,1200,Visa
1/5/2009 2:42,Product1,1200,Diners
1/5/2009 5:39,Product1,1200,Amex
1/2/2009 9:16,Product1,1200,Mastercard
1/5/2009 10:08,Product1,1200,Visa
1/2/2009 14:18,Product1,1200,Visa
1/4/2009 1:05,Product1,1200,Diners
1/5/2009 11:37,Product1,1200,Visa
1/6/2009 5:02,Product1,1200,Diners
1/6/2009 7:45,Product2,3600,Visa
1/2/2009 7:35,Product1,1200,Diners
1/6/2009 12:56,Product1,1200,Visa
1/1/2009 11:05,Product1,1200,Diners
1/5/2009 4:10,Product1,1200,Mastercard
1/6/2009 7:18,Product1,1200,Visa
1/2/2009 1:11,Product1,1200,Mastercard
1/1/2009 2:24,Product1,1200,Visa
1/7/2009 8:08,Product1,1200,Diners
1/2/2009 2:57,Product1,1200,Visa
1/1/2009 20:21,Product1,1200,Visa
1/8/2009 0:42,Product1,1200,Visa
1/8/2009 3:56,Product1,1200,Mastercard
1/8/2009 3:16,Product1,1200,Mastercard
1/8/2009 1:59,Product1,1200,Mastercard
1/3/2009 9:03,Product1,1200,Diners
1/5/2009 13:17,Product1,1200,Mastercard
1/6/2009 7:46,Product1,1200,Amex
1/5/2009 20:00,Product2,3600,Visa
1/8/2009 16:24,Product1,1200,Visa
1/9/2009 6:39,Product1,1200,Mastercard
1/6/2009 22:19,Product2,3600,Amex
1/6/2009 23:00,Product2,3600,Amex
1/7/2009 7:44,Product1,1200,Mastercard
1/3/2009 13:24,Product1,1200,Visa
1/7/2009 15:12,Product2,3600,Visa
1/7/2009 20:15,Product1,1200,Amex
1/3/2009 10:11,Product2,3600,Visa
1/9/2009 15:58,Product1,1200,Mastercard
1/3/2009 13:11,Product1,1200,Mastercard
1/10/2009 12:57,Product1,1200,Amex
1/10/2009 14:43,Product1,1200,Diners
1/10/2009 12:05,Product1,1200,Visa
1/6/2009 1:20,Product1,1200,Mastercard
1/10/2009 14:56,Product1,1200,Visa
1/7/2009 10:01,Product1,1200,Visa
1/1/2009 1:26,Product1,1200,Mastercard
1/11/2009 2:04,Product1,1200,Visa
1/11/2009 14:17,Product1,1200,Visa
1/10/2009 21:38,Product1,1200,Visa
1/7/2009 6:18,Product1,1200,Mastercard
1/4/2009 8:39,Product2,3600,Diners
1/5/2009 0:31,Product1,1200,Mastercard
1/2/2009 6:07,Product1,1200,Visa
1/12/2009 3:25,Product1,1200,Mastercard
1/4/2009 13:56,Product1,1200,Mastercard
1/7/2009 0:12,Product2,3600,Mastercard
1/12/2009 5:18,Product1,1200,Mastercard
1/8/2009 15:16,Product1,1200,Visa
1/11/2009 11:33,Product1,1200,Visa
1/7/2009 20:22,Product1,1200,Visa
1/2/2009 22:00,Product1,1200,Diners
1/5/2009 13:52,Product1,1200,Mastercard
1/8/2009 20:32,Product1,1200,Visa
1/8/2009 13:34,Product1,1200,Visa
1/11/2009 13:08,Product1,1200,Visa
1/12/2009 19:04,Product1,1200,Visa
1/12/2009 13:41,Product1,1200,Visa
1/11/2009 10:38,Product1,1200,Mastercard
1/13/2009 5:57,Product1,1200,Visa
1/13/2009 6:13,Product1,1200,Visa
1/8/2009 13:14,Product1,1200,Visa
1/2/2009 11:41,Product1,1200,Visa
1/7/2009 19:50,Product1,1200,Diners
1/1/2009 20:28,Product1,1200,Visa
1/3/2009 15:22,Product1,1200,Mastercard
1/12/2009 3:03,Product2,3600,Mastercard
1/5/2009 8:58,Product2,3600,Mastercard
1/10/2009 14:03,Product1,1200,Mastercard
1/13/2009 11:26,Product1,1200,Visa
1/2/2009 12:18,Product1,1200,Visa
1/14/2009 4:54,Product1,1200,Mastercard
1/6/2009 17:15,Product1,1200,Visa
1/3/2009 13:56,Product1,1200,Visa
1/4/2009 7:54,Product1,1200,Visa
1/12/2009 7:28,Product1,1200,Amex
1/6/2009 15:15,Product1,1200,Mastercard
1/13/2009 23:56,Product1,1200,Mastercard
1/14/2009 19:32,Product1,1200,Visa
1/6/2009 21:13,Product1,1200,Visa
1/14/2009 11:19,Product1,1200,Visa
1/13/2009 19:39,Product1,1200,Visa
1/8/2009 7:26,Product1,1200,Mastercard
1/15/2009 2:40,Product1,1200,Mastercard
1/12/2009 6:40,Product1,1200,Visa
1/15/2009 3:43,Product1,1200,Visa
1/5/2009 15:39,Product1,1200,Visa
1/10/2009 5:21,Product1,1200,Amex
1/15/2009 4:12,Product1,1200,Mastercard
1/12/2009 11:48,Product1,1200,Visa
1/6/2009 10:48,Product1,1200,Mastercard
1/14/2009 9:10,Product1,1200,Mastercard
1/14/2009 22:44,Product1,1200,Visa
1/6/2009 7:23,Product1,1200,Visa
1/1/2009 5:04,Product1,1200,Mastercard
1/15/2009 11:56,Product1,1200,Visa
1/15/2009 11:58,Product1,1200,Visa
1/12/2009 9:43,Product1,1200,Diners
1/15/2009 12:33,Product1,1200,Visa
1/14/2009 11:35,Product1,1200,Visa
1/14/2009 15:40,Product1,1200,Amex
1/3/2009 11:08,Product1,1200,Amex
1/12/2009 1:37,Product1,1200,Visa
1/16/2009 7:21,Product1,2100,Mastercard
1/15/2009 12:54,Product1,1200,Mastercard
1/7/2009 7:19,Product1,1200,Amex
1/3/2009 9:56,Product1,1200,Visa
1/16/2009 17:41,Product1,1200,Visa
1/5/2009 5:33,Product1,1200,Visa
1/2/2009 0:50,Product1,1200,Visa
1/13/2009 1:51,Product1,1200,Visa
1/15/2009 10:24,Product1,1200,Visa
1/11/2009 8:59,Product1,1200,Visa
1/15/2009 15:56,Product1,1200,Amex
1/1/2009 12:19,Product1,1200,Visa
1/6/2009 14:03,Product1,1200,Visa
1/9/2009 15:32,Product1,1200,Diners
1/17/2009 12:59,Product1,1200,Diners
1/12/2009 12:37,Product1,1200,Visa
1/4/2009 7:43,Product1,1200,Mastercard
1/17/2009 16:22,Product1,1200,Visa
1/1/2009 3:51,Product1,1200,Mastercard
1/18/2009 5:27,Product1,1200,Visa
1/18/2009 5:15,Product1,1200,Diners
1/1/2009 1:51,Product1,1200,Mastercard
1/18/2009 6:30,Product1,1200,Visa
1/11/2009 10:51,Product1,1200,Mastercard
1/4/2009 17:02,Product1,1200,Mastercard
1/17/2009 1:23,Product1,1200,Amex
1/18/2009 2:16,Product1,1200,Visa
1/18/2009 11:34,Product2,3600,Visa
1/18/2009 4:38,Product1,1200,Visa
1/18/2009 13:26,Product3,7500,Mastercard
1/18/2009 11:53,Product1,1200,Visa
1/18/2009 12:04,Product1,1200,Visa
1/13/2009 19:54,Product1,1200,Diners
1/5/2009 21:06,Product1,1200,Mastercard
1/14/2009 6:32,Product1,1200,Visa
1/4/2009 23:48,Product1,1200,Diners
1/18/2009 16:32,Product2,3600,Visa
1/18/2009 17:04,Product2,3600,Visa
1/18/2009 17:20,Product2,3600,Visa
1/18/2009 17:39,Product2,3600,Visa
1/11/2009 11:20,Product1,1200,Visa
1/13/2009 20:59,Product1,1200,Mastercard
1/12/2009 16:50,Product1,1200,Visa
1/12/2009 15:12,Product1,1200,Mastercard
1/6/2009 12:27,Product1,1200,Mastercard
1/9/2009 18:52,Product1,1200,Visa
1/18/2009 23:17,Product1,1200,Visa
1/7/2009 8:21,Product1,1200,Visa
1/3/2009 9:54,Product1,1200,Visa
1/5/2009 19:37,Product1,1200,Amex
1/4/2009 12:49,Product1,1200,Diners
1/8/2009 11:55,Product2,3600,Visa
1/14/2009 18:21,Product1,1200,Visa
1/11/2009 19:01,Product1,1200,Diners
1/14/2009 5:20,Product2,3600,Visa
1/15/2009 8:07,Product1,1200,Visa
1/15/2009 8:10,Product1,1200,Visa
1/2/2009 17:45,Product1,1200,Mastercard
1/19/2009 16:10,Product1,1200,Mastercard
1/19/2009 16:55,Product1,1200,Mastercard
1/10/2009 17:41,Product1,1200,Visa
1/18/2009 13:49,Product2,3600,Visa
1/15/2009 5:47,Product1,1200,Visa
1/19/2009 23:06,Product1,1200,Mastercard
1/19/2009 11:12,Product1,1200,Visa
1/4/2009 1:38,Product1,1200,Amex
1/20/2009 3:11,Product1,1200,Visa
1/3/2009 10:52,Product1,1200,Visa
1/20/2009 5:24,Product3 ,7500,Mastercard
1/20/2009 6:03,Product1,1200,Mastercard
1/10/2009 11:37,Product1,1200,Amex
1/20/2009 5:50,Product1,1200,Visa
1/19/2009 16:32,Product1,1200,Amex
1/18/2009 10:42,Product1,1200,Visa
1/7/2009 6:11,Product2,3600,Visa
1/3/2009 8:29,Product1,1200,Visa
1/1/2009 2:09,Product1,1200,Mastercard
1/20/2009 12:34,Product1,1200,Mastercard
1/20/2009 3:51,Product1,1200,Visa
1/15/2009 11:26,Product1,1200,Visa
1/5/2009 16:55,Product1,1200,Visa
1/12/2009 19:47,Product1,1200,Mastercard
1/4/2009 19:20,Product1,1200,Amex
1/10/2009 8:33,Product2,3600,Mastercard
1/9/2009 14:51,Product1,1200,Visa
1/16/2009 2:41,Product3,7500,Visa
1/16/2009 18:36,Product1,1200,Visa
1/20/2009 8:10,Product1,1200,Amex
1/6/2009 12:45,Product2,3600,Amex
1/10/2009 8:13,Product1,1200,Visa
1/7/2009 14:15,Product1,1200,Mastercard
1/8/2009 15:27,Product1,1200,Mastercard
1/21/2009 11:36,Product1,1200,Visa
1/21/2009 14:06,Product1,1200,Visa
1/2/2009 2:28,Product1,1200,Mastercard
1/19/2009 19:07,Product1,1200,Diners
1/18/2009 6:27,Product1,1200,Mastercard
1/20/2009 11:58,Product1,1200,Mastercard
1/20/2009 16:32,Product1,1200,Visa
1/1/2009 7:09,Product1,1200,Amex
1/21/2009 14:55,Product1,1200,Diners
1/7/2009 22:29,Product1,1200,Mastercard
1/11/2009 22:22,Product2,3600,Visa
1/21/2009 14:25,Product1,1200,Visa
1/18/2009 16:50,Product1,1200,Visa
1/21/2009 12:08,Product2,3600,Visa
1/22/2009 6:41,Product1,1200,Visa
1/12/2009 9:23,Product1,1200,Mastercard
1/22/2009 8:23,Product1,1200,Visa
1/3/2009 6:41,Product2,3600,Visa
1/1/2009 12:20,Product2,3600,Visa
1/4/2009 22:00,Product2,3600,Amex
1/21/2009 2:15,Product1,1200,Visa
1/1/2009 14:22,Product1,1200,Mastercard
1/16/2009 1:07,Product2,3600,Diners
1/20/2009 8:51,Product1,1200,Visa
1/4/2009 9:02,Product1,1200,Visa
1/6/2009 8:34,Product1,1200,Visa
1/8/2009 4:16,Product1,1200,Visa
1/23/2009 3:33,Product2,3600,Mastercard
1/6/2009 4:18,Product1,1200,Visa
1/23/2009 3:30,Product1,1200,Amex
1/10/2009 4:04,Product1,1200,Visa
1/5/2009 2:57,Product3,7500,Visa
1/21/2009 14:15,Product1,1200,Amex
1/21/2009 6:39,Product1,1200,Amex
1/19/2009 8:14,Product1,1200,Visa
1/23/2009 8:00,Product1,1200,Diners
1/22/2009 23:35,Product1,1200,Mastercard
1/14/2009 3:09,Product1,1200,Mastercard
1/16/2009 1:51,Product1,1200,Visa
1/1/2009 6:29,Product1,1200,Mastercard
1/21/2009 7:59,Product1,1200,Visa
1/23/2009 7:37,Product2,3600,Amex
1/18/2009 14:39,Product1,1200,Visa
1/24/2009 9:01,Product2,3600,Visa
1/15/2009 1:41,Product1,1200,Diners
1/17/2009 7:23,Product1,1200,Visa
1/23/2009 11:37,Product1,1200,Diners
1/19/2009 15:02,Product1,1200,Mastercard
1/11/2009 7:10,Product2,3600,Visa
1/10/2009 3:28,Product1,1200,Visa
1/7/2009 19:03,Product2,3600,Mastercard
1/17/2009 14:02,Product1,1200,Visa
1/25/2009 0:09,Product1,1200,Visa
1/9/2009 14:27,Product1,1200,Visa
1/9/2009 14:32,Product1,1200,Visa
1/11/2009 15:59,Product1,1200,Visa
1/6/2009 14:38,Product2,3600,Mastercard
1/6/2009 9:52,Product1,1200,Mastercard
1/1/2009 9:21,Product1,1200,Diners
1/3/2009 7:58,Product1,1200,Mastercard
1/11/2009 11:36,Product1,1200,Mastercard
1/13/2009 14:53,Product1,1200,Visa
1/1/2009 10:06,Product2,3600,Mastercard
1/16/2009 5:07,Product1,1200,Amex
1/6/2009 16:37,Product1,1200,Visa
1/18/2009 17:21,Product1,1200,Mastercard
1/13/2009 15:18,Product1,1200,Amex
1/24/2009 8:21,Product1,1200,Mastercard
1/24/2009 8:25,Product1,1200,Mastercard
1/18/2009 13:06,Product1,1200,Diners
1/22/2009 18:44,Product1,1200,Visa
1/8/2009 8:58,Product1,1200,Mastercard
1/4/2009 9:54,Product1,1200,Mastercard
1/13/2009 20:22,Product1,1200,Visa
1/9/2009 10:22,Product1,1200,Mastercard
1/5/2009 12:28,Product1,1200,Visa
1/26/2009 3:43,Product1,1200,Mastercard
1/26/2009 3:49,Product2,3600,Mastercard
1/11/2009 13:16,Product2,3600,Visa
1/22/2009 15:32,Product1,1200,Mastercard
1/9/2009 14:25,Product1,1200,Amex
1/21/2009 11:28,Product1,800,Amex
1/1/2009 14:19,Product1,1200,Mastercard
1/26/2009 4:30,Product1,1200,Visa
1/7/2009 4:45,Product1,1200,Amex
1/11/2009 12:12,Product1,1200,Visa
1/26/2009 10:24,Product1,1200,Visa
1/26/2009 8:58,Product1,1200,Diners
1/7/2009 17:51,Product1,1200,Visa
1/18/2009 20:16,Product1,1200,Mastercard
1/13/2009 9:51,Product1,1200,Mastercard
1/24/2009 18:43,Product1,1200,Visa
1/5/2009 0:46,Product1,1200,Amex
1/9/2009 1:12,Product1,1200,Visa
1/26/2009 6:25,Product1,1200,Visa
1/21/2009 16:57,Product1,1200,Mastercard
1/5/2009 5:33,Product1,1200,Mastercard
1/27/2009 5:10,Product1,1200,Visa
1/7/2009 8:00,Product1,1200,Mastercard
1/20/2009 7:08,Product2,3600,Visa
1/27/2009 2:26,Product1,1200,Diners
1/5/2009 6:14,Product1,1200,Mastercard
1/13/2009 8:11,Product2,3600,Visa
1/10/2009 9:18,Product1,1200,Diners
1/8/2009 18:52,Product1,1200,Visa
1/12/2009 10:06,Product1,1200,Mastercard
1/1/2009 19:25,Product1,1200,Diners
1/27/2009 15:28,Product1,1200,Visa
1/2/2009 18:43,Product1,1200,Visa
1/8/2009 18:41,Product1,1200,Diners
1/4/2009 18:34,Product1,1200,Visa
1/25/2009 8:32,Product1,1200,Visa
1/23/2009 22:19,Product1,1200,Mastercard
1/7/2009 10:03,Product1,1200,Mastercard
1/18/2009 3:46,Product1,1200,Visa
1/28/2009 0:40,Product1,1200,Mastercard
1/2/2009 15:18,Product1,1200,Diners
1/18/2009 13:59,Product1,1200,Diners
1/16/2009 9:54,Product1,1200,Mastercard
1/28/2009 7:07,Product1,1200,Visa
1/28/2009 7:31,Product1,1200,Visa
1/18/2009 12:32,Product1,1200,Visa
1/13/2009 14:05,Product1,1200,Amex
1/28/2009 7:49,Product1,1200,Visa
1/28/2009 3:07,Product1,1200,Visa
1/12/2009 15:16,Product1,1200,Visa
1/6/2009 11:17,Product2,3600,Visa
1/23/2009 9:49,Product1,1200,Visa
1/24/2009 4:01,Product1,1200,Visa
1/25/2009 18:21,Product1,1200,Visa
1/15/2009 10:51,Product1,1200,Mastercard
1/2/2009 5:14,Product1,1200,Visa
1/9/2009 10:35,Product2,3600,Visa
1/4/2009 10:16,Product1,1200,Mastercard
1/2/2009 12:16,Product1,1200,Mastercard
1/28/2009 12:31,Product1,1200,Diners
1/14/2009 12:07,Product1,1200,Mastercard
1/16/2009 7:20,Product2,3600,Mastercard
1/6/2009 9:55,Product1,1200,Mastercard
1/7/2009 12:55,Product1,1200,Amex
1/19/2009 12:14,Product1,1200,Mastercard
1/13/2009 15:19,Product2,3600,Visa
1/18/2009 8:56,Product1,1200,Mastercard
1/4/2009 17:54,Product1,1200,Amex
1/5/2009 13:46,Product1,1200,Visa
1/5/2009 10:49,Product2,3600,Amex
1/12/2009 18:24,Product1,1200,Diners
1/18/2009 4:01,Product1,1200,Visa
1/16/2009 10:58,Product1,1200,Visa
1/13/2009 8:20,Product1,1200,Mastercard
1/12/2009 1:42,Product1,1200,Mastercard
1/28/2009 13:07,Product1,1200,Amex
1/29/2009 5:43,Product1,1200,Visa
1/29/2009 5:30,Product1,1200,Diners
1/13/2009 18:08,Product1,1200,Amex
1/9/2009 15:24,Product1,1200,Mastercard
1/23/2009 15:33,Product1,1200,Mastercard
1/29/2009 12:28,Product1,1200,Mastercard
1/13/2009 11:31,Product1,1200,Visa
1/29/2009 10:09,Product2,3600,Mastercard
1/29/2009 15:08,Product1,1200,Visa
1/4/2009 5:12,Product1,1200,Visa
1/22/2009 22:16,Product2,3600,Mastercard
1/5/2009 19:26,Product1,1200,Visa
1/11/2009 12:22,Product1,1200,Visa
1/2/2009 9:31,Product1,1200,Visa
1/5/2009 11:21,Product1,1200,Visa
1/17/2009 9:49,Product1,1200,Diners
1/28/2009 1:38,Product1,1200,Mastercard
1/19/2009 10:32,Product1,1200,Mastercard
1/26/2009 12:05,Product1,1250,Mastercard
1/7/2009 18:53,Product1,1200,Visa
1/26/2009 11:38,Product1,1200,Mastercard
1/8/2009 13:19,Product1,1200,Mastercard
1/11/2009 14:56,Product1,1200,Visa
1/30/2009 20:36,Product1,1200,Visa
1/1/2009 8:09,Product1,1200,Mastercard
1/17/2009 11:09,Product1,1200,Mastercard
1/31/2009 7:22,Product1,1200,Visa
1/31/2009 9:12,Product1,1200,Visa
1/31/2009 8:56,Product1,1200,Mastercard
1/31/2009 9:00,Product1,1200,Visa
1/11/2009 14:07,Product1,1200,Visa
1/1/2009 12:25,Product2,3600,Mastercard
1/31/2009 11:14,Product2,3600,Mastercard
1/2/2009 9:57,Product1,1200,Amex
1/4/2009 13:20,Product1,1200,Mastercard
1/22/2009 12:32,Product1,1200,Mastercard
1/18/2009 6:09,Product1,1200,Mastercard
1/8/2009 0:04,Product1,1200,Visa
1/24/2009 7:14,Product1,1200,Mastercard
1/24/2009 11:05,Product1,1200,Visa
1/6/2009 15:12,Product1,1200,Amex
1/24/2009 17:06,Product1,1200,Visa
1/3/2009 9:58,Product1,1200,Visa
1/9/2009 16:35,Product1,1200,Diners
1/12/2009 14:50,Product1,1200,Visa
1/7/2009 13:49,Product1,1200,Diners
1/9/2009 19:41,Product1,1200,Mastercard
1/26/2009 4:53,Product1,1200,Visa
1/23/2009 21:41,Product1,1200,Visa
1/6/2009 16:07,Product1,1200,Visa
1/10/2009 7:55,Product1,1200,Visa
1/28/2009 20:44,Product1,1200,Visa
1/9/2009 3:38,Product1,1200,Visa
1/19/2009 8:52,Product1,1200,Visa
1/15/2009 7:26,Product1,1200,Mastercard
1/30/2009 19:12,Product1,1200,Diners
1/5/2009 12:41,Product1,1200,Mastercard
1/28/2009 20:59,Product1,1200,Visa
1/10/2009 21:36,Product1,1200,Visa
1/25/2009 19:59,Product1,1200,Visa
1/7/2009 8:03,Product1,1200,Amex
1/21/2009 9:07,Product1,1200,Visa
1/23/2009 14:43,Product1,1200,Visa
1/5/2009 13:07,Product1,1200,Visa
1/6/2009 3:39,Product1,1200,Visa
1/15/2009 15:26,Product1,1200,Visa
1/23/2009 4:47,Product1,1200,Mastercard
1/12/2009 10:05,Product2,3600,Amex
1/30/2009 5:13,Product1,1200,Visa
1/14/2009 10:32,Product3,7500,Mastercard
1/12/2009 8:13,Product1,1200,Amex
1/27/2009 8:11,Product1,1200,Visa
1/30/2009 17:33,Product1,1200,Visa
1/15/2009 9:52,Product1,1200,Amex
1/13/2009 11:54,Product1,1200,Visa
1/21/2009 11:00,Product1,1200,Visa
1/16/2009 11:49,Product1,1200,Mastercard
1/1/2009 9:35,Product1,1200,Mastercard
1/13/2009 5:58,Product1,1200,Mastercard
1/6/2009 16:08,Product2,3600,Visa
1/5/2009 10:25,Product1,1200,Amex
1/4/2009 21:08,Product1,1200,Mastercard
1/12/2009 20:43,Product1,1200,Visa
1/17/2009 3:22,Product1,1200,Visa
1/18/2009 11:17,Product1,1200,Amex
1/27/2009 9:01,Product1,1200,Visa
1/8/2009 8:11,Product1,1200,Diners
1/26/2009 23:28,Product2,3600,Amex
1/10/2009 21:35,Product1,1200,Mastercard
1/11/2009 6:01,Product1,1200,Mastercard
1/19/2009 14:53,Product1,1200,Mastercard
1/22/2009 7:14,Product1,1200,Visa
1/15/2009 8:12,Product1,1200,Visa
1/7/2009 6:33,Product1,1200,Diners
1/12/2009 8:05,Product1,1200,Amex
1/28/2009 13:03,Product2,3600,Amex
1/25/2009 8:54,Product1,1200,Amex
1/5/2009 10:08,Product1,1200,Visa
1/5/2009 19:29,Product1,1200,Visa
1/7/2009 19:06,Product2,3600,Amex
1/23/2009 11:33,Product1,1200,Mastercard
1/3/2009 21:11,Product1,1200,Mastercard
1/11/2009 17:28,Product1,1200,Visa
1/21/2009 20:18,Product1,1200,Amex
1/24/2009 10:23,Product1,1200,Visa
1/7/2009 14:55,Product1,1200,Visa
1/29/2009 10:38,Product1,1200,Visa
1/8/2009 14:04,Product1,1200,Amex
1/31/2009 21:50,Product1,1200,Visa
1/1/2009 16:00,Product1,1200,Visa
1/30/2009 13:13,Product1,1200,Visa
1/27/2009 16:50,Product1,1200,Visa
1/30/2009 7:42,Product1,250,Visa
1/17/2009 15:48,Product2,3600,Visa
1/12/2009 11:40,Product2,3600,Visa
1/30/2009 20:27,Product1,1200,Mastercard
1/27/2009 18:35,Product1,1200,Mastercard
1/16/2009 12:47,Product1,1200,Visa
1/2/2009 2:50,Product1,1200,Visa
1/21/2009 5:39,Product1,1200,Amex
1/28/2009 1:28,Product1,1200,Diners
1/8/2009 13:33,Product1,1200,Visa
1/22/2009 12:09,Product1,1200,Visa
1/20/2009 8:23,Product1,1200,Mastercard
1/2/2009 7:47,Product1,1200,Diners
1/11/2009 4:55,Product1,1200,Amex
1/23/2009 7:47,Product1,1800,Amex
1/21/2009 23:19,Product1,1200,Amex
1/11/2009 4:29,Product3,7500,Visa
1/11/2009 4:39,Product1,1200,Visa
1/10/2009 8:13,Product1,1200,Mastercard
1/22/2009 12:55,Product1,1200,Visa
1/17/2009 15:00,Product1,1200,Visa
